월,디비전,국가,거래선,모델,수량,매출,비용1,비용2,비용3,영업이익
202503,Appliances,US,Target,SmartMonitor_M8,48,313275,28176,3986,9556,1490
202605,Mobile,UK,Amazon,SmartMonitor_M8,117,197364,167322,58065,10669,87889
202605,Mobile,DE,Amazon,QLED85_Q80,144,39045,60467,62485,20784,82353
202512,Appliances,KR,Costco,Galaxy_S24U,371,398723,76990,75235,1952,85546
202602,TV,UK,Target,Galaxy_S24U,230,418946,242268,18864,10642,147327
202609,Appliances,US,Amazon,OLED65_G4,416,284839,87194,20227,14982,147279
202506,Mobile,KR,BestBuy,Grande_Washer,261,257451,238496,25711,19270,28065
202503,TV,US,Amazon,Jet_Cleaner,136,35234,24681,75217,23229,71349
202509,Display,KR,Amazon,OLED65_G4,200,288228,84038,73232,29309,92687
202505,Display,UK,Walmart,OLED_Monitor34,445,436929,86803,26983,18845,53069
202612,Appliances,PL,Amazon,QLED85_Q80,252,163269,162301,63641,17568,108671
202605,Mobile,PL,Costco,Grande_Washer,154,394610,215163,54744,25041,24214
202602,TV,KR,Costco,Grande_Washer,265,75960,56280,2842,6575,130450
202609,Display,US,Amazon,QLED85_Q80,217,54683,107886,78994,17810,114294
202503,TV,US,Costco,NeoQLED_75,115,133664,149423,8407,22856,2826
202501,TV,US,Amazon,Jet_Cleaner,273,471352,52619,34087,1144,54196
202608,TV,UK,Costco,Galaxy_ZFold6,374,233756,27915,34403,7662,1213
202609,TV,KR,BestBuy,QLED85_Q80,297,183519,54266,18531,18774,22095
202611,Appliances,UK,Amazon,Jet_Cleaner,353,430351,215190,28699,28938,9966
202501,TV,PL,Amazon,Galaxy_A55,169,442790,136364,27123,5252,94233
202503,Display,PL,BestBuy,SmartMonitor_M8,90,16116,196495,21113,14944,8056
202606,Display,US,Costco,QLED85_Q80,366,280069,29476,59768,19261,-8936
202510,Appliances,US,Costco,Bespoke_4Door,383,66120,212874,23700,21484,121414
202610,Display,KR,Target,Galaxy_ZFold6,470,105472,187192,69850,12798,22868
202503,TV,PL,BestBuy,Jet_Cleaner,58,189472,212644,14761,16893,125412
202508,Display,KR,BestBuy,Galaxy_S24U,59,41055,76461,48433,14736,46043
202602,Mobile,PL,Walmart,Galaxy_S24U,484,414569,38143,30617,13286,23046
202612,TV,DE,Costco,Bespoke_4Door,371,33966,148893,72587,28483,7539
202606,Appliances,KR,Amazon,QLED85_Q80,100,222553,133376,71171,10939,39461
202603,Mobile,DE,BestBuy,Galaxy_ZFold6,47,366936,99863,10886,27896,74287
202610,Display,UK,Walmart,Galaxy_S24U,92,37186,215292,23366,1886,-2931
202611,Mobile,PL,Costco,OLED65_G4,463,149365,50506,29367,1636,109721
202502,Display,DE,Amazon,Galaxy_S24U,218,238245,120449,66982,23052,84539
202510,Display,UK,Walmart,QLED85_Q80,230,11639,248474,19660,22840,100911
202502,Display,KR,BestBuy,SmartMonitor_M8,37,307479,129807,47904,18346,87236
202605,Appliances,DE,Amazon,QLED85_Q80,78,290856,38279,61127,19923,10373
202508,Mobile,DE,Amazon,OLED_Monitor34,311,436025,180579,11053,16686,42504
202501,Appliances,UK,Target,OLED77_C4,180,261268,195282,4848,27161,51422
202509,Display,DE,Walmart,OLED_Monitor34,63,452679,79486,5306,14345,49475
202511,TV,UK,Amazon,Galaxy_S24U,270,128114,113299,23723,10982,94617
202610,TV,PL,BestBuy,Bespoke_4Door,460,303225,166790,14017,21492,15213
202604,Appliances,PL,Amazon,Jet_Cleaner,276,488155,235894,24692,11043,6789
202507,TV,PL,Target,OLED65_G4,338,376979,96797,45912,18226,111556
202510,Mobile,DE,Target,OLED77_C4,110,38168,150080,26246,13630,15692
202611,TV,DE,Amazon,SmartMonitor_M8,155,165775,124204,21153,1710,87475
202503,TV,US,Costco,OLED65_G4,302,242286,187263,2792,2951,56165
202606,Display,US,Amazon,Galaxy_ZFold6,127,250720,160250,62492,14063,117291
202612,Mobile,UK,Target,Galaxy_ZFold6,427,356028,231116,12587,29283,-309
202601,Mobile,DE,Target,Galaxy_A55,103,423492,149123,22214,5388,82583
202507,TV,UK,BestBuy,NeoQLED_75,275,13579,109467,38420,18699,27766
202504,Display,KR,BestBuy,Jet_Cleaner,206,93385,121393,40664,14776,114232
202601,TV,DE,Costco,Grande_Washer,245,153032,67583,74187,3478,67923
202608,TV,KR,BestBuy,Bespoke_4Door,306,453609,114174,72083,2501,687
202501,Appliances,DE,Amazon,OLED65_G4,384,263068,42295,61768,23594,28672
202508,Display,PL,Amazon,OLED77_C4,401,370284,166346,33581,10309,92173
202602,Appliances,UK,Target,Galaxy_S24U,277,272459,218036,13480,12741,92742
202604,TV,US,Amazon,Galaxy_S24U,38,408600,69231,12972,8321,19966
202602,TV,PL,Target,Jet_Cleaner,249,350295,231899,8744,8248,9414
202512,Display,US,Amazon,QLED85_Q80,339,155481,162656,42832,11240,133659
202607,Mobile,DE,Amazon,OLED77_C4,414,304519,68243,62383,15673,145534
202611,TV,KR,Amazon,OLED77_C4,180,143803,78324,63574,20140,-5756
202603,TV,KR,Amazon,QLED85_Q80,228,233169,69201,46984,19545,98061
202502,Appliances,PL,BestBuy,Bespoke_4Door,96,227442,136965,10694,19617,21447
202502,Appliances,US,BestBuy,QLED85_Q80,494,26023,155504,70861,24852,121955
202611,Display,UK,Target,Grande_Washer,97,364912,50231,29758,21496,43470
202610,Appliances,UK,Walmart,OLED77_C4,424,496022,210216,70307,19647,88351
202607,Mobile,UK,Amazon,OLED77_C4,425,82596,82660,70053,9135,37260
202610,TV,US,Target,Grande_Washer,20,401671,234762,67076,7316,99491
202610,Appliances,KR,Target,NeoQLED_75,89,210122,158677,31026,11900,7661
202605,Mobile,KR,Amazon,OLED_Monitor34,419,157269,75694,76761,3615,30814
202608,TV,PL,Amazon,Bespoke_4Door,429,87315,223035,74330,4454,41314
202510,TV,US,Target,OLED_Monitor34,362,27085,156325,30346,1301,94237
202506,Mobile,DE,Target,Grande_Washer,11,70464,150763,45443,6939,49398
202603,TV,DE,BestBuy,OLED77_C4,266,180184,62104,71094,5019,-8861
202610,Mobile,UK,BestBuy,OLED77_C4,437,98248,184155,41761,18331,-7089
202511,Mobile,KR,Amazon,Jet_Cleaner,285,159258,103966,16664,12345,148238
202505,Appliances,KR,Target,Bespoke_4Door,444,389681,169523,30748,15881,97804
202501,Display,US,Amazon,Galaxy_ZFold6,481,264360,214068,14102,7025,109808
202508,Mobile,US,Costco,SmartMonitor_M8,419,385207,193322,11419,22024,2759
202609,Appliances,PL,Amazon,Grande_Washer,402,124977,246717,72057,24058,65183
202512,TV,US,Amazon,Jet_Cleaner,87,138714,220028,6230,5432,2712
202512,Appliances,PL,Target,Galaxy_S24U,76,383441,55738,62536,14479,60298
202505,Mobile,UK,Target,OLED77_C4,385,261833,80296,39153,3385,105201
202507,Appliances,UK,BestBuy,Galaxy_S24U,78,142879,89272,66531,14599,6334
202504,Display,KR,Walmart,QLED85_Q80,370,345027,75946,66817,14816,-1224
202506,TV,KR,Amazon,OLED65_G4,133,169828,110980,78825,9207,145696
202601,Appliances,KR,BestBuy,QLED85_Q80,66,408033,135503,18765,2664,29057
202608,TV,DE,Costco,SmartMonitor_M8,277,62680,209816,37004,1108,-4839
202603,Mobile,PL,Amazon,SmartMonitor_M8,293,165151,53648,51810,23231,90437
202503,Display,UK,Walmart,OLED65_G4,405,151293,39381,5748,15092,145228
202611,Display,PL,Costco,Galaxy_A55,132,306497,47128,12051,13642,61211
202508,Appliances,DE,Amazon,NeoQLED_75,290,234352,129669,37829,6466,81093
202608,TV,DE,Target,OLED65_G4,494,200641,7779,45838,17739,102456
202604,TV,UK,Walmart,NeoQLED_75,140,27591,100815,4686,29918,143008
202601,Appliances,UK,Target,Galaxy_ZFold6,403,377471,179133,72341,11729,74013
202606,Appliances,KR,Costco,OLED_Monitor34,65,85808,148539,43884,25968,145004
202510,Appliances,DE,BestBuy,NeoQLED_75,29,254502,82689,56918,24722,20367
202607,Appliances,KR,Target,SmartMonitor_M8,431,404302,8881,69514,18710,45585
202605,Display,UK,Walmart,NeoQLED_75,66,388301,90452,78658,21614,112054
202612,Appliances,DE,Target,Jet_Cleaner,270,271676,45135,68763,7339,87531
202607,TV,DE,BestBuy,Galaxy_A55,249,301006,196937,37223,11477,-126
202611,Mobile,US,Amazon,OLED_Monitor34,312,97741,79376,68186,26905,117794
202505,TV,DE,BestBuy,OLED77_C4,245,335882,91427,29225,18503,82162
202609,Appliances,KR,Costco,QLED85_Q80,492,149259,50507,35461,20845,20581
202611,Display,US,Amazon,Galaxy_A55,33,476209,234330,60194,4126,149188
202509,Appliances,DE,Target,Galaxy_S24U,275,174549,98552,23292,13977,77855
202512,Mobile,US,Target,QLED85_Q80,115,497158,142348,22779,27008,29817
202609,Appliances,DE,BestBuy,OLED77_C4,365,329395,68113,45532,21117,133590
202501,Mobile,PL,Amazon,QLED85_Q80,482,22040,165408,51758,6122,15098
202501,Appliances,KR,BestBuy,OLED77_C4,479,379790,195322,26207,21763,91514
202603,Display,KR,Amazon,SmartMonitor_M8,418,194012,240583,54492,12516,-5978
202502,TV,US,BestBuy,Jet_Cleaner,265,192979,96316,68452,19934,28034
202610,Mobile,PL,Walmart,Jet_Cleaner,445,488844,247393,7952,14179,112641
202604,TV,US,Walmart,Galaxy_S24U,371,116378,68230,59749,18119,-5181
202508,Appliances,US,Amazon,OLED77_C4,188,318394,232508,62036,26499,67748
202601,TV,UK,Amazon,QLED85_Q80,183,392777,5814,54614,24315,83063
202609,Display,US,BestBuy,Galaxy_ZFold6,123,346984,80557,2365,27049,48406
202501,Display,DE,Walmart,OLED77_C4,356,209457,16696,61808,14271,140121
202604,TV,UK,BestBuy,QLED85_Q80,38,107741,26168,2430,24889,49654
202507,TV,UK,Target,QLED85_Q80,114,265701,130757,42921,25938,138309
202505,Display,US,Amazon,Galaxy_S24U,450,486176,159555,14289,22035,37983
202610,Mobile,UK,Walmart,Galaxy_ZFold6,172,266096,132060,76355,2587,125822
202611,Mobile,KR,Target,Galaxy_A55,197,24791,100661,46809,21919,74181
202503,Display,UK,Amazon,SmartMonitor_M8,146,392112,227879,18904,26304,125363
202512,Display,UK,Walmart,Grande_Washer,148,406801,13490,43610,17371,75983
202604,Mobile,DE,Target,QLED85_Q80,92,224472,211660,28664,24439,121478
202607,TV,KR,BestBuy,Galaxy_ZFold6,307,479354,245240,18528,4962,35603
202505,TV,UK,BestBuy,Galaxy_A55,456,283475,120068,27538,28372,134880
202610,Appliances,DE,Walmart,NeoQLED_75,474,411893,182475,28404,8798,31480
202602,Mobile,KR,Costco,QLED85_Q80,66,446288,53936,79144,18127,45102
202505,Display,UK,Costco,Jet_Cleaner,181,29096,164544,56713,21022,-1035
202603,Appliances,US,Amazon,Grande_Washer,401,121906,115285,21549,26655,-4173
202605,TV,UK,Amazon,QLED85_Q80,302,253446,112002,12818,8573,27522
202602,Mobile,KR,Target,OLED77_C4,97,136438,76457,52585,22817,102039
202608,Appliances,UK,Target,QLED85_Q80,420,103184,127810,21378,17227,59294
202505,TV,KR,BestBuy,Galaxy_A55,451,476875,15188,2643,15929,29348
202512,Display,US,Costco,Galaxy_A55,224,172798,14114,25247,10633,134597
202604,TV,UK,Amazon,Grande_Washer,146,68843,221990,70539,2890,105985
202604,TV,KR,Costco,Bespoke_4Door,396,122162,118417,23087,1034,11110
202609,Mobile,DE,Target,Galaxy_ZFold6,428,193448,6293,21790,10235,63079
202507,Display,UK,Costco,Galaxy_S24U,336,27495,213305,2900,7773,134458
202504,Mobile,US,BestBuy,Grande_Washer,415,351731,121626,40169,27836,-5552
202501,Display,DE,Amazon,Galaxy_ZFold6,337,68338,219683,57364,28620,57124
202505,Appliances,UK,BestBuy,Galaxy_A55,262,391177,246254,51915,23218,18593
202611,TV,KR,Amazon,SmartMonitor_M8,178,107226,206553,46210,8474,14020
202510,Mobile,PL,BestBuy,Galaxy_A55,147,340036,204615,77502,13805,58103
202610,Display,DE,Target,NeoQLED_75,233,124007,162719,15994,13020,142849
202505,Mobile,KR,Walmart,QLED85_Q80,359,341621,249513,4328,23259,16583
202504,TV,DE,BestBuy,OLED77_C4,199,273266,86439,48619,2607,81872
202502,TV,UK,BestBuy,Jet_Cleaner,339,381264,159563,64414,17756,81693
202608,Appliances,US,Costco,Grande_Washer,371,194858,148283,71958,1779,6087
202510,Display,US,Target,Grande_Washer,166,352735,214216,48023,18988,65985
202607,Display,DE,Walmart,OLED77_C4,278,360070,111216,18153,6016,78210
202501,Appliances,PL,Walmart,Galaxy_ZFold6,409,258579,87941,47836,28155,101904
202612,Appliances,UK,Amazon,NeoQLED_75,247,32978,172664,34997,22750,138078
202505,Display,KR,Amazon,OLED77_C4,435,249202,192850,77093,24231,46412
202601,Display,UK,Walmart,Jet_Cleaner,461,171035,222789,58526,13658,44042
202504,Mobile,PL,Walmart,QLED85_Q80,179,221830,196905,71190,5187,55922
202604,Display,KR,Target,OLED65_G4,311,60859,62181,76747,9572,67843
202612,Mobile,PL,Walmart,Galaxy_ZFold6,73,292708,93036,41433,10417,49078
202604,Mobile,UK,Amazon,OLED_Monitor34,245,341911,98968,63217,19413,130484
202611,Mobile,UK,Amazon,Grande_Washer,24,298564,157513,44708,22013,118852
202502,Mobile,DE,Costco,Jet_Cleaner,177,231237,40554,52232,20118,7344
202605,TV,PL,Walmart,Grande_Washer,385,419413,128307,35975,10835,44803
202608,Appliances,US,Target,NeoQLED_75,481,276099,93065,46829,9204,74567
202612,Appliances,PL,BestBuy,QLED85_Q80,212,484629,128243,35856,7950,2502
202512,Display,PL,Amazon,OLED65_G4,88,343007,243990,19062,9098,136830
202606,Appliances,KR,BestBuy,OLED65_G4,259,242548,182774,59559,21571,112097
202503,Appliances,KR,Amazon,OLED77_C4,222,141282,191089,40330,13592,88820
202501,TV,DE,Target,NeoQLED_75,452,17474,249031,33025,2085,114123
202501,Mobile,US,BestBuy,SmartMonitor_M8,299,399746,72639,58697,27993,86641
202607,Mobile,UK,Costco,Jet_Cleaner,444,36758,162604,53406,24000,14951
202511,Mobile,US,Target,Galaxy_A55,467,38173,181769,30349,14033,85479
202505,Appliances,US,Amazon,Bespoke_4Door,217,160535,243700,43765,11475,106154
202512,Appliances,US,Walmart,Galaxy_A55,226,242689,208568,53814,4722,-6889
202503,Display,DE,BestBuy,Galaxy_S24U,146,151514,123685,76533,21879,37416
202501,TV,DE,Walmart,OLED77_C4,91,230391,24621,5769,22216,146423
202501,TV,US,Amazon,QLED85_Q80,204,298741,61539,41651,16016,129225
202508,Display,UK,BestBuy,Galaxy_ZFold6,455,204908,33449,19228,29495,98605
202510,Display,UK,BestBuy,NeoQLED_75,130,269306,99000,76863,23413,62311
202511,Display,UK,BestBuy,OLED65_G4,432,185202,152640,22556,28922,98023
202512,Mobile,DE,Target,OLED65_G4,480,320563,60711,23096,16869,66480
202601,Mobile,KR,Target,OLED65_G4,495,182512,164143,51205,28152,87711
202512,Mobile,UK,Target,QLED85_Q80,111,199357,132369,19464,18942,135032
202602,Mobile,KR,Target,OLED_Monitor34,251,220521,234746,56050,23317,21707
202502,Display,US,Amazon,OLED_Monitor34,162,137058,215258,53404,6731,129961
202607,Display,UK,Costco,QLED85_Q80,282,418760,157040,65467,11550,136746
202606,Display,US,Amazon,NeoQLED_75,176,187099,194908,17924,29316,146039
202503,Mobile,US,BestBuy,Galaxy_S24U,219,235401,194705,66376,8280,113381
202611,Mobile,PL,Target,NeoQLED_75,163,284123,219999,5677,29756,94777
202605,Appliances,US,BestBuy,SmartMonitor_M8,251,432195,15937,29179,6420,66403
202508,Display,US,Target,OLED_Monitor34,303,31317,10551,52773,9211,24130
202510,TV,DE,Walmart,OLED_Monitor34,298,94012,165502,32628,13395,26237
202502,TV,US,Walmart,OLED65_G4,398,57707,88066,33988,4929,73754
202607,Appliances,UK,Target,Galaxy_ZFold6,27,315704,234263,74251,4035,9465
202509,Mobile,DE,Walmart,OLED_Monitor34,185,195866,158818,58550,6192,108745
202507,Display,PL,Target,NeoQLED_75,315,240290,228345,4338,8684,107562
202504,Mobile,PL,Costco,SmartMonitor_M8,85,293497,173414,77694,28119,79111
202609,Mobile,US,BestBuy,Galaxy_A55,497,195314,134311,53987,7493,3771
202606,TV,KR,Amazon,OLED77_C4,496,210434,27148,27720,20500,102774
202601,TV,PL,Amazon,Galaxy_A55,141,58923,224160,67614,2997,90658
202511,Display,PL,Amazon,Bespoke_4Door,451,477921,205939,72162,10460,90241
202612,Display,PL,Target,Galaxy_ZFold6,76,480336,103732,52791,10759,103581
202504,Mobile,UK,Target,Galaxy_S24U,487,108882,107750,78485,14511,67691
202609,Mobile,KR,Costco,SmartMonitor_M8,242,37972,224831,39838,9736,60409
202504,Appliances,US,Target,Galaxy_S24U,481,401885,59821,9707,24416,14473
202510,Mobile,US,Amazon,OLED_Monitor34,290,142839,179365,12272,3416,139964
202505,Appliances,DE,Walmart,Bespoke_4Door,361,355910,29662,17488,21553,68591
202509,Mobile,UK,BestBuy,QLED85_Q80,48,334232,138500,68303,11553,22287
202612,Mobile,KR,Target,Galaxy_ZFold6,337,240613,41548,68389,14376,130032
202503,Mobile,DE,Amazon,Grande_Washer,24,480163,80560,49071,15723,106972
202605,Display,KR,BestBuy,Galaxy_S24U,68,203500,43070,19714,2205,143129
202503,Display,PL,BestBuy,Galaxy_ZFold6,463,317761,236417,39809,27319,76784
202604,Display,KR,Target,OLED_Monitor34,222,130689,159438,71818,26918,-3510
202504,Appliances,DE,Target,OLED_Monitor34,21,251218,145033,21957,7883,97059
202606,Appliances,UK,Target,Grande_Washer,118,393170,165908,45735,10084,48183
202605,Display,UK,Costco,QLED85_Q80,48,67725,144700,35336,18733,121872
202507,Appliances,PL,Amazon,OLED_Monitor34,382,431323,32052,68745,28343,-4477
202612,Display,US,Target,Grande_Washer,212,366178,89175,66087,22600,-7682
202611,TV,DE,BestBuy,Jet_Cleaner,464,423129,147502,65936,4997,105222
202505,Display,US,Costco,OLED65_G4,309,270189,45265,75176,4209,127658
202512,TV,PL,Amazon,Grande_Washer,81,176843,190072,9004,11170,69591
202605,Mobile,KR,Walmart,Galaxy_ZFold6,279,313652,129835,8138,20264,109184
202611,Appliances,KR,Target,SmartMonitor_M8,132,477515,65574,66710,16227,-7467
202601,Appliances,PL,Target,Bespoke_4Door,217,324154,111345,35741,19245,14851
202611,Display,UK,Walmart,Grande_Washer,493,90469,239109,10636,5062,-8811
202503,Mobile,DE,Target,QLED85_Q80,160,12490,81516,79842,1475,17568
202509,Mobile,PL,Amazon,NeoQLED_75,407,52408,99642,74983,8654,82577
202605,Mobile,PL,Costco,OLED77_C4,142,258627,150413,39380,8433,-1617
202605,Mobile,DE,BestBuy,Galaxy_S24U,424,465431,5445,76008,9623,99643
202608,Appliances,UK,Walmart,Grande_Washer,124,24276,181878,5140,1530,34219
202604,Display,UK,Amazon,SmartMonitor_M8,288,201150,117212,70266,14361,115035
202610,Display,DE,Amazon,OLED_Monitor34,369,15405,57849,40161,22957,3205
202601,TV,US,Walmart,OLED65_G4,30,213566,186150,79288,27037,99541
202607,Appliances,KR,Costco,OLED65_G4,471,196986,207718,56596,29713,77342
202605,TV,DE,Costco,OLED65_G4,461,10072,72165,39488,4761,90466
202504,Mobile,UK,BestBuy,Galaxy_S24U,337,214490,245875,53070,21741,-6365
202512,Display,US,BestBuy,NeoQLED_75,283,32302,171475,42183,24044,113665
202509,TV,PL,BestBuy,OLED77_C4,211,189890,184915,67477,18195,82601
202607,Appliances,PL,Costco,OLED65_G4,287,71240,168164,62170,24516,77050
202512,Display,PL,Target,NeoQLED_75,493,283377,150590,19652,2843,12041
202509,Appliances,KR,Target,OLED65_G4,165,40259,109186,4332,26661,70171
202507,Display,UK,Target,QLED85_Q80,280,477863,144867,47376,8657,122912
202602,Appliances,US,Walmart,SmartMonitor_M8,295,40324,92634,5689,17785,31774
202608,Appliances,UK,Walmart,Galaxy_ZFold6,80,126665,102223,73008,15347,3539
202607,Display,KR,Walmart,OLED_Monitor34,282,343233,175059,72621,3660,17450
202603,Appliances,KR,Walmart,Galaxy_ZFold6,329,14670,210420,14349,22871,71397
202604,Appliances,DE,Costco,QLED85_Q80,368,66022,195948,36744,8409,25903
202609,Mobile,UK,Walmart,NeoQLED_75,54,79340,144143,56867,28241,110356
202505,Display,PL,BestBuy,OLED77_C4,470,482207,192423,57081,17583,141587
202503,TV,DE,Walmart,Grande_Washer,387,253670,30879,57803,6087,32030
202512,Display,UK,Amazon,OLED65_G4,99,201994,115249,28689,24400,65204
202608,Display,DE,Target,Galaxy_S24U,254,34222,158894,13238,14463,12351
202609,Mobile,DE,Amazon,QLED85_Q80,233,14004,127087,19523,14298,68137
202504,TV,US,Amazon,OLED65_G4,388,186562,162500,27492,26175,26355
202609,TV,DE,BestBuy,QLED85_Q80,475,470009,128010,36698,24937,37385
202611,TV,KR,Costco,Galaxy_ZFold6,332,354108,173713,9822,8090,65253
202604,Appliances,PL,BestBuy,NeoQLED_75,464,53793,175288,52579,12035,126317
202507,Appliances,US,Costco,Jet_Cleaner,148,276423,118615,57955,1095,8234
202601,Appliances,DE,BestBuy,Galaxy_A55,271,12533,147515,47749,29630,71658
202609,TV,US,Costco,OLED77_C4,421,260531,14074,27782,26663,1118
202510,Display,PL,Walmart,OLED77_C4,333,50557,29980,58392,10132,40231
202507,Display,PL,BestBuy,SmartMonitor_M8,178,92451,63245,34727,28978,-6357
202602,TV,US,Amazon,Galaxy_ZFold6,333,475958,222224,34411,8367,68233
202505,TV,UK,BestBuy,Galaxy_A55,210,70860,208659,14260,6106,22909
202503,Mobile,PL,Amazon,Bespoke_4Door,298,297895,155507,26318,19100,132326
202611,Appliances,KR,Costco,Bespoke_4Door,88,218226,209659,68609,28286,-380
202511,Appliances,KR,Walmart,QLED85_Q80,379,254530,25548,22287,24389,26577
202511,Appliances,DE,Walmart,Grande_Washer,473,41510,65667,8630,3161,142443
202606,Mobile,UK,Walmart,OLED_Monitor34,365,48255,12808,71521,9870,107189
202603,Mobile,UK,Amazon,Galaxy_A55,438,58583,125589,22002,18537,51335
202512,Mobile,DE,Target,Galaxy_S24U,396,75696,133478,42563,22927,2019
202509,TV,PL,Target,Bespoke_4Door,41,178518,136194,52508,8151,90753
202510,Mobile,US,BestBuy,QLED85_Q80,296,397755,149949,27113,22992,145398
202512,Display,UK,Target,Galaxy_ZFold6,301,19898,248648,63532,18886,78781
202605,TV,UK,Target,Galaxy_ZFold6,163,250387,182530,54492,25493,64130
202506,TV,PL,Target,SmartMonitor_M8,432,117571,28824,71017,12215,135861
202507,Appliances,US,Target,Grande_Washer,164,366984,103705,21327,13745,6437
202602,Appliances,KR,Amazon,QLED85_Q80,382,177288,32895,9875,18882,111540
202601,Mobile,UK,Walmart,Galaxy_A55,127,77141,46866,47464,12224,121342
202508,Display,PL,Costco,QLED85_Q80,91,66233,88652,27269,26862,127559
202510,TV,UK,Amazon,SmartMonitor_M8,489,35673,149560,44245,27136,124637
202509,TV,KR,Target,Galaxy_S24U,256,314152,237904,30075,29271,117635
202606,TV,DE,Target,Galaxy_S24U,289,405008,152407,17861,6652,84860
202502,Appliances,PL,Amazon,Grande_Washer,45,485586,239857,66782,1436,123356
